Name,Points,Year,Position,Number,School,REC,YDS,TDS
Luke Cripps,17.5,SR,QB/S,#1,Boyer Valley,4.0,75.0,1.0
Owen Hammersland,0.0,FR,RB/LB,#24,Central Elkader,0.0,0.0,0.0
Jeremiah Lynam,0.0,SR,DB/WR,#9,Siouxland Christian,0.0,0.0,0.0
Ty Christensen,0.0,SO,,#5,Don Bosco,0.0,0.0,0.0
Harley Molina,0.0,SR,WR/LB,#24,Ar-We-Va,0.0,0.0,0.0
Leo Ehn,0.0,SR,TE/LB,#80,St. Edmond,0.0,0.0,0.0
Trevor Forey,0.0,SR,WR/S,#6,Janesville,0.0,0.0,0.0
Drew Lappe,0.0,SR,WR/CB,#5,Bishop Garrigan,0.0,0.0,0.0
Jeremiah Marquette,0.0,SR,RB/LB,#25,Waterloo Christian,0.0,0.0,0.0
Aiden Klostermann,0.0,SR,RB/S,#10,Central City,0.0,0.0,0.0
Sam DeMeulenaere,0.0,JR,E/LB,#12,Belle Plaine,0.0,0.0,0.0
Jackson Schulte,0.0,SR,RB/LB,#21,Kee,0.0,0.0,0.0
Keyden Lown,0.0,JR,TE/DE,#84,English Valleys,0.0,0.0,0.0
Dylan Linkenhoker,2.4,SR,,#21,Fremont-Mills,1.0,14.0,0.0
Holden Roberts,0.0,SO,TE/DE,#13,Twin Cedars,0.0,0.0,0.0
Drew Eilers,0.0,JR,WR/DL,#2,Gladbrook-Reinbeck,0.0,0.0,0.0
Anthony Eisele,0.0,SR,OL/DL,#55,North Iowa,0.0,0.0,0.0
Charlie Schaefer,0.0,SR,QB/S,#6,North Iowa,0.0,0.0,0.0
Broox Stockman,0.0,SO,RB/LB,#20,Montezuma,0.0,0.0,0.0
Luke Erselius,0.0,SO,WR/DB,#15,Montezuma,0.0,0.0,0.0
Jaxson Schnell,0.0,SO,LB/WR,#4,GTRA,0.0,0.0,0.0
Braden Simington,0.0,SR,S/WR,#2,GTRA,0.0,0.0,0.0
Andrew Beran,0.9,JR,RB,#2,Riceville,1.0,-1.0,0.0
Evan Alt,0.0,SR,RB/LB,#4,Audubon,0.0,0.0,0.0
Kael Cress,0.0,JR,WR/S,#7,Midland,0.0,0.0,0.0
Cael Weisskopf,0.0,FR,RB/LB,#5,HLV,0.0,0.0,0.0
JW Linkenhoker,3.1,SO,,#11,Fremont-Mills,1.0,21.0,0.0
Conner Bowers,0.0,JR,TE/CB,#21,Griswold,0.0,0.0,0.0
Lane Oswalt,4.2,SR,WR/DB,#87,Collins-Maxwell,2.0,22.0,0.0
Cristian Brown,0.0,SR,WR/DB,#47,Dunkerton,0.0,0.0,0.0
Nolan Cushion,1.6,SR,TE/DE,#22,West Central,1.0,6.0,0.0
David Rose,0.0,JR,WR/DB,#5,Montezuma,0.0,0.0,0.0
Collin Hoffman,0.0,SR,QB/S,#14,GTRA,0.0,0.0,0.0
Braxton Kniep,0.0,JR,WR/DE,#18,Remsen St. Mary's,0.0,0.0,0.0
Abram Edwards,9.6,SR,TE/DE,#84,Winfield-Mt Union,2.0,16.0,1.0
Cole Milks,10.6,SR,RB/S,#11,Winfield-Mt Union,1.0,36.0,1.0
Ben Belew,0.0,JR,,#3,Don Bosco,0.0,0.0,0.0
Devon Ehlers,0.0,SO,TE/LB,#88,Ar-We-Va,0.0,0.0,0.0
Klay Baker,0.0,JR,RB/LB,#17,St. Edmond,0.0,0.0,0.0
Conlin Rouse,0.0,SO,RB/LB,#11,Springville,0.0,0.0,0.0
Bennett Steger,0.0,SR,WR,#14,Edgewood-Colesburg,0.0,0.0,0.0
Sam Plathe,0.0,SR,WR/CB,#24,Bishop Garrigan,0.0,0.0,0.0
Kelan Stevenson,0.0,SO,TE/LB,#62,Lamoni,0.0,0.0,0.0
Austin Christensen,0.0,SO,WR/LB,#81,Audubon,0.0,0.0,0.0
James Buhlman,0.0,FR,RB/LB,#27,Easton Valley,0.0,0.0,0.0
Braedon Godfread,0.0,JR,TE/S,#10,Sidney,0.0,0.0,0.0
Gavin DeFord,0.0,JR,RB/LB,#44,Waterloo Christian,0.0,0.0,0.0
Lucas Madison,0.0,SR,,#5,Fremont-Mills,0.0,0.0,0.0
Owen Garside,0.0,JR,S/QB,#3,Boyer Valley,0.0,0.0,0.0
Evan Ten Eyck,0.0,SR,TE,#2,Boyer Valley,0.0,0.0,0.0
Emmett Burke,0.0,SO,WR/DB,#10,Lone Tree,0.0,0.0,0.0
Trent Robertson,0.0,SR,WR/LB,#5,North Iowa,0.0,0.0,0.0
Trenton Struss,0.0,SR,RB/S,#21,Newell-Fonda,0.0,0.0,0.0
Carter Loyd,3.4,SR,RB/S,#2,Winfield-Mt Union,1.0,24.0,0.0
Aidan Ebert,5.3,JR,WR,#3,Riceville,2.0,33.0,0.0
Edward Miller,0.0,SR,TE/DE,#31,Audubon,0.0,0.0,0.0
Talan Driscoll,0.0,FR,RB/LB,#8,Easton Valley,0.0,0.0,0.0
Justin Weispfenning,0.0,JR,RB/DB,#3,Easton Valley,0.0,0.0,0.0
Aiden Stenzel,3.1,SO,RB/DB,#20,Sidney,2.0,11.0,0.0
Austin Lack,0.0,SR,WR/DB,#3,East Union,0.0,0.0,0.0
Wyatt Christiansen,0.0,SO,RB/LB,#10,Midland,0.0,0.0,0.0
Tyler Ballard,0.0,SR,TE/DE,#22,HLV,0.0,0.0,0.0
Mitch Stevens,0.0,SR,TE/LB,#37,West Bend-Mallard,0.0,0.0,0.0
Nolan Gannon,0.0,FR,RB/LB,#34,Murray,0.0,0.0,0.0
Cody Samson,0.0,SR,TE/LB,#36,Baxter,0.0,0.0,0.0
Donald Bashor,0.0,SR,RB/LB,#44,Lenox,0.0,0.0,0.0
Gio Cruz,0.0,SR,RB/DB,#5,Lenox,0.0,0.0,0.0
Mason Steinhoff,0.0,SO,RB/LB,#11,Griswold,0.0,0.0,0.0
Logan French,0.0,SR,WR/DB,#1,Stanton/Essex Vikings,0.0,0.0,0.0
Samuel Dascher,0.0,SO,TE/CB,#31,Calamus-Wheatland,0.0,0.0,0.0
Levi Evans,0.0,SO,TE/DE,#20,Mormon Trail,0.0,0.0,0.0
Sheldon Vandenberg,0.0,JR,OG/LB,#12,East Mills,0.0,0.0,0.0
Levi Reineke,0.0,SO,LB/RB,#29,Boyer Valley,0.0,0.0,0.0
J.D. Kruse,0.0,SO,RB/DE,#2,Turkey Valley,0.0,0.0,0.0
Oliver Schmitt,0.0,SR,FB,#22,Turkey Valley,0.0,0.0,0.0
Robert Beardsley,0.0,JR,WR/DB,#18,Southeast Warren,0.0,0.0,0.0
Keaton Harpenau,0.0,JR,SL/DB,#2,Remsen St. Mary's,0.0,0.0,0.0
Collin Homan,0.0,JR,OL/DL,#55,Remsen St. Mary's,0.0,0.0,0.0
McKoy Nuss,0.0,SO,QB/LB,#13,Tripoli,0.0,0.0,0.0
Ian Smith,0.0,JR,TE/LB,#5,Iowa Valley,0.0,0.0,0.0
Brodie Ludwig,3.4,JR,RB/LB,#21,Woodbine,2.0,14.0,0.0
Dillon Reed,11.1,SO,WR/DB,#11,Woodbine,3.0,21.0,1.0
Cal Pryor,0.0,FR,QB/DB,#12,Woodbine,0.0,0.0,0.0
Johnathan Riesselman,0.0,SO,WR/DB,#7,Ar-We-Va,0.0,0.0,0.0
Will Felper,0.0,SR,SL,#18,Riceville,0.0,0.0,0.0
Christopher Lange,0.0,SO,WR,#10,Edgewood-Colesburg,0.0,0.0,0.0
Cale Westerbeck,0.0,SO,WR/DB,#4,New London,0.0,0.0,0.0
Jordan Boehde,0.0,FR,RB/DB,#13,Easton Valley,0.0,0.0,0.0
James Bell,0.0,SR,WR/DB,#21,Waterloo Christian,0.0,0.0,0.0
Carter Sholtus,0.0,SR,WR/CB,#2,HLV,0.0,0.0,0.0
Cannon Hansen,0.0,JR,TE/DL,#33,Exira-EHK,0.0,0.0,0.0
Bryce Brabham,0.0,SO,RB/DB,#9,Exira-EHK,0.0,0.0,0.0
Jordan Cota,0.0,JR,TE/DE,#81,Kee,0.0,0.0,0.0
Coen Good,0.0,SR,WR/CB,#2,English Valleys,0.0,0.0,0.0
Jiri Brodigan,0.0,SO,WR/LB,#32,East Mills,0.0,0.0,0.0
Emmett Snyder,0.0,SR,RB/S,#29,Glidden-Ralston,0.0,0.0,0.0
Christian Reinke,0.0,JR,TE/LB,#25,Rockford,0.0,0.0,0.0
Kolton Robinson,0.0,SO,RB/DB,#23,Northwood-Kensett,0.0,0.0,0.0
Guyson Lyman,0.0,JR,TE/DE,#40,Newell-Fonda,0.0,0.0,0.0
Trey Fisher,0.0,JR,RB/LB,#89,Southeast Warren,0.0,0.0,0.0
Jacob Morey,0.0,SR,OL/DL,#11,Tripoli,0.0,0.0,0.0
Cal Peterman,0.0,JR,WR/LB,#15,Bedford,0.0,0.0,0.0
Dawson Smith,0.0,SR,RB/LB,#20,Iowa Valley,0.0,0.0,0.0
Brody Paulsen,0.0,SR,RB/DB,#2,CAM,0.0,0.0,0.0
Justin Bauer,0.0,SR,WR/CB,#12,Bishop Garrigan,0.0,0.0,0.0
Brigham Porter,0.0,SO,SL/DB,#23,New London,0.0,0.0,0.0
Cole Bethune,11.1,JR,WR/S,#4,West Harrison/Whiting Hawkeyes,5.0,61.0,0.0
Clay Westphal,8.5,SO,SL/S,#8,West Harrison/Whiting Hawkeyes,5.0,35.0,0.0
Andreas Buttry,3.7,JR,QB/CB,#5,Sidney,2.0,17.0,0.0
Ty Alcott,0.0,JR,RB/DB,#24,Belle Plaine,0.0,0.0,0.0
Riley Simmons,0.0,SR,E/DE,#85,Belle Plaine,0.0,0.0,0.0
Logan Grimm,0.0,SR,RB/LB,#34,West Bend-Mallard,0.0,0.0,0.0
Quintin White,0.0,SR,WR/DB,#3,Exira-EHK,0.0,0.0,0.0
Kaleb Drape,0.0,SR,WR/LB,#6,Kee,0.0,0.0,0.0
Ayden Lamb,0.0,FR,TE/LB,#18,Murray,0.0,0.0,0.0
Stadan Vansice,0.0,SO,WR/LB,#5,Baxter,0.0,0.0,0.0
Jordan Martin-England,0.0,JR,RB/LB,#18,Lenox,0.0,0.0,0.0
Braxton Blackburn,1.5,SR,,#10,Fremont-Mills,1.0,5.0,0.0
Judson Beary,0.0,JR,RB/LB,#6,Twin Cedars,0.0,0.0,0.0
Cody Dorscher,0.0,JR,WR/CB,#24,Griswold,0.0,0.0,0.0
Gavin Ford,0.0,JR,QB/LB,#12,Stanton/Essex Vikings,0.0,0.0,0.0
Johnny Resh,0.0,SR,TE/DL,#20,Stanton/Essex Vikings,0.0,0.0,0.0
Caleb Urban,0.0,JR,WR/CB,#3,East Mills,0.0,0.0,0.0
Treyvon Herron,0.0,FR,WR/DB,#9,Gladbrook-Reinbeck,0.0,0.0,0.0
Jack Scherf,0.0,JR,WR/DB,#23,Central Elkader,0.0,0.0,0.0
Ty Lindquist,0.0,JR,FB/LB,#18,Dunkerton,0.0,0.0,0.0
Jackson Stansberry,0.0,SO,WR/DB,#22,Siouxland Christian,0.0,0.0,0.0
Adam Scott,1.9,SR,RB/LB,#26,West Central,1.0,9.0,0.0
Alex Daniel,0.0,SO,RB/LB,#27,Glidden-Ralston,0.0,0.0,0.0
Carson Frerichs,0.0,SR,RB/LB,#28,North Iowa,0.0,0.0,0.0
Ryker Hoffman,0.0,JR,WR/CB,#2,Rockford,0.0,0.0,0.0
Marshawn Taylor,0.0,SR,RB/CB,#12,Rockford,0.0,0.0,0.0
Carter Anderson,0.0,JR,QB/DB,#15,Northwood-Kensett,0.0,0.0,0.0
Landen Nelson,0.0,FR,WR/DB,#36,Northwood-Kensett,0.0,0.0,0.0
Gage Samo,0.0,JR,WR/CB,#5,WACO,0.0,0.0,0.0
Jacksyn Hogrefe,0.0,SO,RB/DB,#26,Newell-Fonda,0.0,0.0,0.0
Ty Tauber,0.0,SR,OT/LB,#25,Newell-Fonda,0.0,0.0,0.0
Caleb Swedin,0.0,SO,RB/LB,#7,GTRA,0.0,0.0,0.0
Landen Dietrich,0.0,FR,RB/LB,#27,GTRA,0.0,0.0,0.0
Landon Gjerde,11.8,SO,RB/LB,#1,Colo-Nesco,3.0,28.0,1.0
Tristan Freiberg,0.0,SR,WR/CB,#1,Tripoli,0.0,0.0,0.0
Kyle Boeckmann,0.0,JR,RB/LB,#8,Tripoli,0.0,0.0,0.0
Mason Hoy,0.0,SO,RB/CB,#9,Springville,0.0,0.0,0.0
Owen Murphy,0.0,JR,WR/S,#10,Bishop Garrigan,0.0,0.0,0.0
Creyton Ogier,0.0,SR,TE/DE,#5,Lamoni,0.0,0.0,0.0
Landon Lindgren,0.0,SO,RB/DB,#11,Lamoni,0.0,0.0,0.0
Gavin Benter,0.0,SO,TE/DL,#99,Waterloo Christian,0.0,0.0,0.0
Seth Hudson,0.0,SR,QB/S,#7,East Union,0.0,0.0,0.0
Max Henstorf,0.0,SR,QB/LB,#7,HLV,0.0,0.0,0.0
Wade Sankot,0.0,SO,RB/LB,#3,Belle Plaine,0.0,0.0,0.0
Lane Vokoun,0.0,JR,RB/DB,#35,Belle Plaine,0.0,0.0,0.0
Cole Fehr,0.0,JR,RB/LB,#33,West Bend-Mallard,0.0,0.0,0.0
Eric Wilson,0.0,SR,WR/DB,#15,Exira-EHK,0.0,0.0,0.0
Andrew Kolsrud,0.0,SR,WR/CB,#16,Kee,0.0,0.0,0.0
Drake Axmear,0.0,JR,WR/CB,#4,English Valleys,0.0,0.0,0.0
Derek Bartlett,2.2,SR,LB/RB,#4,Stanton/Essex Vikings,1.0,12.0,0.0
Layne Mastin,0.0,SR,OG/DE,#11,East Mills,0.0,0.0,0.0
Burke Busta,0.0,SR,FB,#9,Turkey Valley,0.0,0.0,0.0
Caleb Kurtenbach,0.0,SR,QB,#5,Turkey Valley,0.0,0.0,0.0
John Stauffer,0.0,JR,TE/LB,#82,Clarksville,0.0,0.0,0.0
Colin Snyder,0.0,SO,RB/LB,#24,Dunkerton,0.0,0.0,0.0
Mark Lensch,0.0,SR,TE/LB,#33,Glidden-Ralston,0.0,0.0,0.0
Braydon Draeger,0.0,SR,TE/LB,#88,Melcher-Dallas,0.0,0.0,0.0
Carter Michalek,0.0,JR,WR/DB,#2,Montezuma,0.0,0.0,0.0
Dane Strong,0.0,FR,RB/LB,#33,Montezuma,0.0,0.0,0.0
Jesse Myhr,1.9,JR,FB/DE,#8,Moravia,1.0,9.0,0.0
Hunter Hughes,0.0,SR,CB/WR,#3,WACO,0.0,0.0,0.0
Lucas Dirkx,0.0,SO,TE/DE,#40,Southeast Warren,0.0,0.0,0.0
Lucas Daggett,2.4,JR,TE/LB,#35,Colo-Nesco,1.0,14.0,0.0
Ethan Schaufenbuel,0.0,SO,WR/CB,#20,Tripoli,0.0,0.0,0.0
Garrison Motsinger,3.3,JR,RB/S,#4,Bedford,1.0,23.0,0.0
Silas Walston,0.0,SR,RB/DE,#33,Bedford,0.0,0.0,0.0
Kyler Knaack,0.0,JR,,#20,Don Bosco,0.0,0.0,0.0
Austin Williams,12.0,SR,RB/LB,#20,CAM,1.0,50.0,1.0
Johnny Adams,0.0,JR,WR,#10,Riceville,0.0,0.0,0.0
Kinnick Henning,0.0,SO,RB/LB,#22,St. Edmond,0.0,0.0,0.0
Jakob Koopman,0.0,SO,SL/LB,#8,St. Edmond,0.0,0.0,0.0
Logan Franklin,0.0,SO,WR/DB,#7,New London,0.0,0.0,0.0
London Franklin,0.0,SO,RB/DE,#6,New London,0.0,0.0,0.0
Mason McIntosh,10.1,SR,QB/LB,#16,West Harrison/Whiting Hawkeyes,3.0,71.0,0.0
Carson Hopkins,6.6,FR,TE/LB,#45,West Harrison/Whiting Hawkeyes,3.0,36.0,0.0
Gabe Johnson,1.7,SR,QB/LB,#3,Sidney,1.0,7.0,0.0
Eli Weimer,0.0,JR,WR/DB,#18,Waterloo Christian,0.0,0.0,0.0
Terrian Islas,0.0,JR,TE/DE,#5,East Union,0.0,0.0,0.0
Fischer Buffington,0.0,JR,RB/DE,#12,East Union,0.0,0.0,0.0
Sean McCulloch,0.0,FR,QB/DB,#24,HLV,0.0,0.0,0.0
Carter Fehr,0.0,SR,TE/DL,#13,West Bend-Mallard,0.0,0.0,0.0
Aidan Yoch,0.0,SR,TE/DB,#14,West Bend-Mallard,0.0,0.0,0.0
Kendrick Mastin,0.0,SR,RB/LB,#9,Murray,0.0,0.0,0.0
Dalton Kitzman,0.0,SR,RB/LB,#4,Lenox,0.0,0.0,0.0
Holden Jensen,0.0,JR,WR/CB,#33,Griswold,0.0,0.0,0.0
Zane Johnson,0.0,JR,RB/LB,#7,Griswold,0.0,0.0,0.0
Auden Wilson,0.0,JR,WR/CB,#10,Griswold,0.0,0.0,0.0
Brayden Svejda,0.0,JR,QB/CB,#1,Calamus-Wheatland,0.0,0.0,0.0
Kellen Whitman,0.0,FR,FB/LB,#32,Calamus-Wheatland,0.0,0.0,0.0
Tyler Rodgers,0.0,JR,WR/CB,#17,Mormon Trail,0.0,0.0,0.0
Connor Snethen,0.0,FR,WR/CB,#10,Mormon Trail,0.0,0.0,0.0
Kael Blohm,0.0,SO,WR/DB,#15,Gladbrook-Reinbeck,0.0,0.0,0.0
Jacob Berens,2.2,SR,RB/LB,#34,Boyer Valley,1.0,12.0,0.0
Sam Hoodjer,0.0,JR,WR/CB,#80,Clarksville,0.0,0.0,0.0
Sam Fettkether,0.0,SR,OL/LB,#47,Central Elkader,0.0,0.0,0.0
Preston Kulper,0.0,SO,WR/DB,#81,Central Elkader,0.0,0.0,0.0
Kyle Reinhart,0.0,JR,WR/DB,#40,Central Elkader,0.0,0.0,0.0
Logan Sharpe,0.0,JR,RB/LB,#28,Central Elkader,0.0,0.0,0.0
Domonic Garcia,0.0,SO,WR/DB,#8,Lone Tree,0.0,0.0,0.0
Maddox Jondle,0.0,JR,QB/LB,#11,Lone Tree,0.0,0.0,0.0
Grant Finck,0.0,JR,RB/LB,#10,Dunkerton,0.0,0.0,0.0
Waylon Hein,0.0,JR,TE/LB,#23,Glidden-Ralston,0.0,0.0,0.0
Jeffery Gerber,0.0,SR,RB/LB,#20,North Iowa,0.0,0.0,0.0
Talan Jacobsen,0.0,FR,QB/LB,#10,North Iowa,0.0,0.0,0.0
Ryan Heaton,0.0,JR,FB/DE,#43,Melcher-Dallas,0.0,0.0,0.0
CJ Smith,0.0,SO,TE/DB,#44,Melcher-Dallas,0.0,0.0,0.0
Gavyn Thordarson,0.0,SO,RB/DE,#8,Melcher-Dallas,0.0,0.0,0.0
Alex Black,0.0,SR,WR/DB,#30,Montezuma,0.0,0.0,0.0
Brett Plants,0.0,JR,RB/LB,#22,Montezuma,0.0,0.0,0.0
Easton Hudnut,0.0,FR,WR/DB,#3,Montezuma,0.0,0.0,0.0
Aden Bice,0.0,JR,WR/LB,#7,Northwood-Kensett,0.0,0.0,0.0
Ben Yezek,0.0,SR,WR/DB,#21,Northwood-Kensett,0.0,0.0,0.0
Blake Helmick,0.0,JR,OG/DE,#87,Moravia,0.0,0.0,0.0
Isaac Rich,0.0,JR,CB/WR,#10,WACO,0.0,0.0,0.0
Sam Schmillen,0.0,JR,WR/LB,#10,Remsen St. Mary's,0.0,0.0,0.0
Breckin Clatt,0.0,JR,RB/DB,#14,Colo-Nesco,0.0,0.0,0.0
Logan Boldt,0.0,SO,WR/LB,#3,Tripoli,0.0,0.0,0.0
Brody King,0.0,JR,TE/LB,#2,Bedford,0.0,0.0,0.0
David Schmitz,0.0,JR,,#4,Don Bosco,0.0,0.0,0.0
Owen Bral,0.0,JR,QB/LB,#3,Iowa Valley,0.0,0.0,0.0
Ryan Bower,11.1,SR,WR/S,#8,CAM,1.0,41.0,1.0
Jordan Goad,0.0,JR,QB/CB,#1,Springville,0.0,0.0,0.0
Braden Jordan,0.0,SO,QB/LB,#10,Springville,0.0,0.0,0.0
Caden Cole,0.0,SR,TE,#20,Edgewood-Colesburg,0.0,0.0,0.0
Landon Wittrock,0.0,JR,SL/LB,#9,Harris-Lake Park,0.0,0.0,0.0
Ezekiel Konkler,0.0,SR,WR/CB,#20,Audubon,0.0,0.0,0.0
Brody Becker,0.0,SO,,#13,GMG,0.0,0.0,0.0
Anthony Waters,0.0,SR,,#10,GMG,0.0,0.0,0.0
Connor Rahn,0.0,JR,,#12,GMG,0.0,0.0,0.0
Mekhi Benton,0.0,SR,TE/DE,#34,Central City,0.0,0.0,0.0
Chris Hanson,0.0,FR,FB/LB,#32,Central City,0.0,0.0,0.0
Devon Weisskopf,0.0,JR,RB/LB,#32,HLV,0.0,0.0,0.0
Jayden Smith,0.0,JR,OG/DE,#25,HLV,0.0,0.0,0.0
Cash Emgarten,0.0,SR,WR/DB,#10,Exira-EHK,0.0,0.0,0.0
Karsen Strong,0.0,JR,OL/DL,#77,Kee,0.0,0.0,0.0
Tanner Troendle,0.0,FR,RB/DB,#23,Kee,0.0,0.0,0.0
Keegan Chew,0.0,FR,QB/S,#7,Murray,0.0,0.0,0.0
Wyatt Patton,0.0,FR,OG/LB,#40,Murray,0.0,0.0,0.0
Seth McMurry,0.0,SO,TE/LB,#12,Murray,0.0,0.0,0.0
Carter Smith,0.0,JR,C/DT,#70,Baxter,0.0,0.0,0.0
Deshon Anderson,0.0,SO,RB/LB,#32,English Valleys,0.0,0.0,0.0
Ben Coffman,0.0,JR,RB/LB,#9,English Valleys,0.0,0.0,0.0
Dawson Evans,0.0,SO,QB/DB,#1,Lenox,0.0,0.0,0.0
Keegan Smith,0.0,SR,RB/LB,#3,Lenox,0.0,0.0,0.0
Chase England,0.0,JR,TE/DL,#33,Lenox,0.0,0.0,0.0
Blake Micetich,0.0,SR,RB/DB,#3,Twin Cedars,0.0,0.0,0.0
Dallas Smith,0.0,JR,QB/DB,#2,Twin Cedars,0.0,0.0,0.0
Peyton Cook,0.0,JR,QB/CB,#2,Griswold,0.0,0.0,0.0
Wyatt Roberts,3.6,SO,TE/DB,#25,Stanton/Essex Vikings,1.0,26.0,0.0
Cole Green,0.0,FR,TE/DE,#34,Calamus-Wheatland,0.0,0.0,0.0
