Name,Points,Year,Position,Number,School,REC,YDS,TDS
Tucker Wright,0.0,,,,BGM,,,
Benjy Trainer,0.0,,,,Bishop Garrigan,,,
Israel Lemley,0.0,,,,New London,,,
Michael Raines,0.0,,,,New London,,,
Corbin Jacobs-Jewell,0.0,,,,New London,,,
Brady Lewis,0.0,,,,West Harrison,,,
Ethan Klemesrud,0.0,,,,GMG,,,
Anthony Waters,0.0,,,,GMG,,,
Connor Rahn,0.0,,,,GMG,,,
Landon Stonewall,0.0,,,,GMG,,,
LaDarius Albright,0.0,,,,Sidney,,,
Tate Mount,0.0,,,,Sidney,,,
Drew Wagner,0.0,,,,Waterloo Christian,,,
