Name,Points,Year,Position,Number,School,REC,YDS,TDS
Jordan Goad,0.0,JR,QB/CB,#1,Springville,0.0,0.0,0.0
Ashton Kracht,5.5,SR,WR/LB,#16,Harris-Lake Park,1.0,45.0,0.0
London Franklin,0.0,SO,RB/DE,#6,New London,0.0,0.0,0.0
Gabe Johnson,0.0,SR,QB/LB,#3,Sidney,0.0,0.0,0.0
Matthew Klostermann,0.0,JR,RB/LB,#22,Central City,0.0,0.0,0.0
Carter Fehr,0.0,SR,TE/DL,#13,West Bend-Mallard,0.0,0.0,0.0
Austin Schmidt,6.4,JR,QB/DB,#2,West Bend-Mallard,2.0,44.0,0.0
Karsen Strong,2.7,JR,OL/DL,#77,Kee,1.0,17.0,0.0
Nathaniel Rowe,0.0,JR,WR/CB,#11,Murray,0.0,0.0,0.0
Dawson Evans,3.4,SO,QB/DB,#1,Lenox,1.0,24.0,0.0
Chase England,1.7,JR,TE/DL,#33,Lenox,1.0,7.0,0.0
Dallas Smith,0.0,JR,QB/DB,#2,Twin Cedars,0.0,0.0,0.0
Parker Hays,0.0,JR,RB/DB,#9,Coon Rapids-Bayard,0.0,0.0,0.0
Cooper Smith,0.0,FR,TE/LB,#16,Mormon Trail,0.0,0.0,0.0
Connor Snethen,0.0,FR,WR/CB,#10,Mormon Trail,0.0,0.0,0.0
Nick Maurer,0.0,SO,WR/CB,#21,East Mills,0.0,0.0,0.0
Kael Blohm,0.0,SO,WR/DB,#15,Gladbrook-Reinbeck,0.0,0.0,0.0
Sam Fettkether,0.0,SR,OL/LB,#47,Central Elkader,0.0,0.0,0.0
Domonic Garcia,0.0,SO,WR/DB,#8,Lone Tree,0.0,0.0,0.0
Dominic Graap,0.0,SR,WR/DB,#19,Lone Tree,0.0,0.0,0.0
Brody Magruder,0.0,JR,TE/DL,#26,Lone Tree,0.0,0.0,0.0
Jacob Snyder,0.0,SR,OL/DL,#52,Dunkerton,0.0,0.0,0.0
Wyatt Nelson,0.0,JR,RB/DB,#9,West Central,0.0,0.0,0.0
Drake Puls,0.0,SO,WR/DB,#21,West Central,0.0,0.0,0.0
Jeffery Gerber,0.0,SR,RB/LB,#20,North Iowa,0.0,0.0,0.0
Talan Jacobsen,0.0,FR,QB/LB,#10,North Iowa,0.0,0.0,0.0
Reece Chiabotta,0.0,SO,QB/DB,#34,Melcher-Dallas,0.0,0.0,0.0
Easton Hudnut,0.0,FR,WR/DB,#3,Montezuma,0.0,0.0,0.0
Aden Bice,0.0,JR,WR/LB,#7,Northwood-Kensett,0.0,0.0,0.0
Ben Yezek,0.0,SR,WR/DB,#21,Northwood-Kensett,0.0,0.0,0.0
Blake Helmick,0.0,JR,OG/DE,#87,Moravia,0.0,0.0,0.0
William Kok,0.0,SO,WR/DB,#22,Moravia,0.0,0.0,0.0
Isaac Messamaker,0.0,JR,FB/LB,#25,Moravia,0.0,0.0,0.0
Niles Reichenbach,0.0,SO,RB/DB,#24,WACO,0.0,0.0,0.0
Tyler Rogers,0.0,SO,LB/RB,#22,WACO,0.0,0.0,0.0
Caden Carruthers,1.5,JR,QB/DL,#20,Southeast Warren,1.0,5.0,0.0
Sam Schmillen,0.0,JR,WR/LB,#10,Remsen St. Mary's,0.0,0.0,0.0
Breckin Clatt,0.0,JR,QB/DB,#14,Colo-Nesco,0.0,0.0,0.0
Logan Boldt,0.0,SO,WR/LB,#3,Tripoli,0.0,0.0,0.0
Brody King,0.0,JR,TE/LB,#2,Bedford,0.0,0.0,0.0
Rylee Luth,13.4,FR,TE/LB,#18,Woodbine,2.0,54.0,1.0
Carter Battin,0.0,SO,WR,#2,Edgewood-Colesburg,0.0,0.0,0.0
Tucker Wright,0.0,JR,RB/DB,#6,BGM,0.0,0.0,0.0
Daniel Meis,0.0,JR,WR/DB,#1,Bishop Garrigan,0.0,0.0,0.0
Brady Lewis,0.0,SR,WR/S,#7,West Harrison/Whiting,0.0,0.0,0.0
Brody Becker,0.0,SO,,#13,GMG,0.0,0.0,0.0
Anthony Waters,0.0,SR,,#10,GMG,0.0,0.0,0.0
Connor Rahn,0.0,JR,,#12,GMG,0.0,0.0,0.0
Kinnick Weis,0.0,SO,TE/DE,#81,Central City,0.0,0.0,0.0
Christopher Greif,0.0,SR,LB/FB,#44,Central City,0.0,0.0,0.0
Jayden Hanson,0.0,SR,QB/DB,#7,Central City,0.0,0.0,0.0
Devon Weisskopf,0.0,JR,RB/LB,#32,HLV,0.0,0.0,0.0
Jayden Smith,0.0,JR,OG/DE,#25,HLV,0.0,0.0,0.0
Wesley Anderson,0.0,JR,RB/LB,#21,West Bend-Mallard,0.0,0.0,0.0
Cortlyn Schupbach,9.0,SR,OL/DL,#60,West Bend-Mallard,1.0,20.0,1.0
Cesar Falcon,1.2,FR,RB/LB,#36,West Bend-Mallard,1.0,2.0,0.0
Abner Zaugg,1.5,FR,TE/DL,#72,West Bend-Mallard,1.0,5.0,0.0
Jonas LaCanne,1.7,SR,TE/DL,#7,Exira-EHK,1.0,7.0,0.0
Keaton Brammer,0.0,FR,WR/CB,#14,Murray,0.0,0.0,0.0
Keegan Chew,0.0,FR,QB/S,#7,Murray,0.0,0.0,0.0
Wyatt Patton,0.0,FR,OG/LB,#40,Murray,0.0,0.0,0.0
Seth McMurry,0.0,SO,TE/LB,#12,Murray,0.0,0.0,0.0
Carter Smith,0.0,JR,C/DT,#70,Baxter,0.0,0.0,0.0
Perrin Sulzle,1.1,JR,QB/LB,#7,Baxter,1.0,1.0,0.0
Deshon Anderson,0.0,SO,RB/LB,#32,English Valleys,0.0,0.0,0.0
Eli Ortega,7.6,SR,OG/DT,#76,Lenox,1.0,6.0,1.0
Jace Smith,2.3,SR,OL/DL,#72,Lenox,1.0,13.0,0.0
Keegan Smith,0.0,SR,RB/LB,#3,Lenox,0.0,0.0,0.0
Sawyer Forney,0.0,SO,,#2,Fremont-Mills,0.0,0.0,0.0
Gavin Clark,0.0,SO,RB/LB,#25,Twin Cedars,0.0,0.0,0.0
Braxton Davis,0.0,JR,WR/DB,#9,Twin Cedars,0.0,0.0,0.0
Blake Micetich,0.0,SR,RB/DB,#3,Twin Cedars,0.0,0.0,0.0
Wyatt Peterson,2.0,JR,OG/LB,#32,Griswold,1.0,10.0,0.0
Nolan Grebin,2.0,SR,QB/S,#2,Stanton/Essex,1.0,10.0,0.0
Wyatt Roberts,0.0,SO,TE/DB,#25,Stanton/Essex,0.0,0.0,0.0
Brody Koch,0.0,SO,RB/LB,#5,Calamus-Wheatland,0.0,0.0,0.0
Urijah Courter,0.0,FR,RB/DB,#10,Collins-Maxwell,0.0,0.0,0.0
Wyatt Oswald,0.0,JR,QB/LB,#10,Coon Rapids-Bayard,0.0,0.0,0.0
Caden Oswald,0.0,FR,RB/DB,#6,Coon Rapids-Bayard,0.0,0.0,0.0
Degin Dixson,0.0,SR,QB/CB,#3,Mormon Trail,0.0,0.0,0.0
Kaleb Mills,1.9,SO,TE/DE,#20,East Mills,1.0,9.0,0.0
Trypp Roszell,0.0,JR,WR/DB,#18,Gladbrook-Reinbeck,0.0,0.0,0.0
Anthony Knaack,0.0,FR,WR/LB,#47,Gladbrook-Reinbeck,0.0,0.0,0.0
Brayden Utter,0.0,FR,WR/LB,#17,Gladbrook-Reinbeck,0.0,0.0,0.0
Ben Lantz,0.0,SR,OG/DE,#85,Boyer Valley,0.0,0.0,0.0
Wiatt Schulte,0.0,SO,DL/OL,#89,Boyer Valley,0.0,0.0,0.0
Brody Koski,0.0,FR,QB/LB,#7,Boyer Valley,0.0,0.0,0.0
Mitchell Kriener,0.0,FR,TE/DE,#24,Turkey Valley,0.0,0.0,0.0
MaKade Bloker,0.0,SR,RB/LB,#11,Clarksville,0.0,0.0,0.0
Eli Schmidt,0.0,SR,RB/S,#3,Clarksville,0.0,0.0,0.0
Kale Doeppke,0.0,SR,WR/DB,#5,Central Elkader,0.0,0.0,0.0
Biar Biar,0.0,JR,OG/DL,#65,Siouxland Christian,0.0,0.0,0.0
Judah Bielenberg,0.0,JR,QB/LB,#10,Siouxland Christian,0.0,0.0,0.0
Raymond Nelson,0.0,JR,LB/RB,#81,Siouxland Christian,0.0,0.0,0.0
Bennett Pfister,0.0,SO,WR/DB,#29,Siouxland Christian,0.0,0.0,0.0
Milton Cushion,0.0,FR,RB/DB,#11,West Central,0.0,0.0,0.0
Edde Gonzalez,0.0,SR,RB/LB,#1,West Central,0.0,0.0,0.0
Rogellio Gonzalez,0.0,SO,FB/DB,#10,West Central,0.0,0.0,0.0
Brogyn Greensky,0.0,SR,QB/LB,#4,North Iowa,0.0,0.0,0.0
Colton Cox,0.0,FR,RB/DB,#33,Melcher-Dallas,0.0,0.0,0.0
Rocky Johnson,0.0,FR,RB/DB,#15,Melcher-Dallas,0.0,0.0,0.0
Kenny Criswell,0.0,SR,WR/DB,#9,Montezuma,0.0,0.0,0.0
Lars Taylor,1.2,JR,TE/LB,#43,Montezuma,1.0,2.0,0.0
Alex Havaranek,0.0,FR,QB/S,#8,Rockford,0.0,0.0,0.0
Joe Koehler,0.0,SR,FB/DE,#24,Rockford,0.0,0.0,0.0
Corbin Harris,0.0,JR,WR/S,#23,Rockford,0.0,0.0,0.0
Lincoln Albertson,0.0,SO,RB/LB,#32,Moravia,0.0,0.0,0.0
Shane Helmick,0.0,SR,QB/DE,#12,Moravia,0.0,0.0,0.0
Reece Oswald,0.0,SR,RB/CB,#27,WACO,0.0,0.0,0.0
Chase Waterhouse,0.0,SR,OG/LB,#34,WACO,0.0,0.0,0.0
Ray Payberg,0.0,FR,WR/DB,#1,Southeast Warren,0.0,0.0,0.0
Hayden Gilmore,0.0,SO,LB/RB,#22,GTRA,0.0,0.0,0.0
Isaiah Malm,0.0,JR,S/WR,#24,GTRA,0.0,0.0,0.0
Kenny Ness,0.0,SO,LB/WR,#6,GTRA,0.0,0.0,0.0
Cade Tentinger,0.0,JR,RB/DB,#5,Remsen St. Mary's,0.0,0.0,0.0
Mark Bower,0.0,JR,RB/DB,#25,Colo-Nesco,0.0,0.0,0.0
Hunter Hardin,0.0,JR,RB/LB,#36,Colo-Nesco,0.0,0.0,0.0
Mason McKinney,0.0,JR,OL/DE,#62,Colo-Nesco,0.0,0.0,0.0
Ben Ryan,0.0,SR,TE/DE,#17,Colo-Nesco,0.0,0.0,0.0
Gannon Short,0.0,JR,RB/DB,#11,Colo-Nesco,0.0,0.0,0.0
Braxston Bucknell,0.0,FR,OL/DL,#99,Tripoli,0.0,0.0,0.0
Tim Rogers,0.0,JR,TE/DL,#14,Bedford,0.0,0.0,0.0
Max Edwards,0.0,SO,TE/DB,#15,Winfield-Mt Union,0.0,0.0,0.0
Kael Johnson,0.0,SR,LB/OG,#4,Winfield-Mt Union,0.0,0.0,0.0
Carter Hassebroek,0.0,JR,WR/DB,#8,Iowa Valley,0.0,0.0,0.0
Joe Freund,0.0,SO,RB/LB,#6,Woodbine,0.0,0.0,0.0
Brenden Wagner,0.0,SO,TE/LB,#16,Woodbine,0.0,0.0,0.0
Layne Thomas,2.1,SO,OL/DB,#20,Woodbine,1.0,11.0,0.0
Damon Thomsen,0.0,FR,FB/LB,#25,Ar-We-Va,0.0,0.0,0.0
Rylan Oglesbee,0.0,SR,OL/DL,#87,CAM,0.0,0.0,0.0
Trace Baethke,0.0,SO,TE,#44,Riceville,0.0,0.0,0.0
Ryder Fair,0.0,SR,C,#76,Riceville,0.0,0.0,0.0
Reagan Richardson,0.0,FR,RB,#22,Riceville,0.0,0.0,0.0
Aaron Hindt,0.0,FR,RB/LB,#24,St. Edmond,0.0,0.0,0.0
Talan Pletz,0.0,SO,RB/LB,#5,Janesville,0.0,0.0,0.0
Cael Coffman,0.0,SO,WR/CB,#32,Janesville,0.0,0.0,0.0
Kahl Shanahan,0.0,JR,TE/LB,#24,Springville,0.0,0.0,0.0
Carter Oberbroeckling,0.0,SR,RB,#34,Edgewood-Colesburg,0.0,0.0,0.0
Nathan Findlay,0.0,SO,RB/LB,#10,BGM,0.0,0.0,0.0
Beckett Rhoads,0.0,SO,WR/DB,#1,BGM,0.0,0.0,0.0
Nick Leerar,0.0,JR,TE/DE,#87,Bishop Garrigan,0.0,0.0,0.0
Caden Roethler,0.0,SR,FB/LB,#20,Bishop Garrigan,0.0,0.0,0.0
Wyatt Rosenmeyer,0.0,JR,TE/DE,#3,Bishop Garrigan,0.0,0.0,0.0
Madden Miller,0.0,FR,TE/DE,#46,Bishop Garrigan,0.0,0.0,0.0
Ambrose Savage,0.9,JR,RB/LB,#12,Lamoni,1.0,-1.0,0.0
Brayden Bannor,2.5,SR,OL/DE,#10,Harris-Lake Park,1.0,15.0,0.0
Ethan Harper,0.0,JR,WR/S,#21,Harris-Lake Park,0.0,0.0,0.0
Israel Lemley,0.0,FR,WR/DB,#25,New London,0.0,0.0,0.0
Riley Raines,0.0,FR,RB/LB,#13,New London,0.0,0.0,0.0
Corbin Jacobs-Jewell,0.0,JR,TE/DE,#10,New London,0.0,0.0,0.0
Rylie Gillen,2.1,SO,RB/LB,#11,Easton Valley,1.0,11.0,0.0
Jason Barry,0.0,JR,OG/DE,#73,West Harrison/Whiting,0.0,0.0,0.0
Isaiah McNally,0.0,FR,OG/DT,#25,West Harrison/Whiting,0.0,0.0,0.0
Ethan Klemesrud,0.0,FR,,#28,GMG,0.0,0.0,0.0
Landon Stonewall,0.0,FR,,#18,GMG,0.0,0.0,0.0
LaDarius Albright,0.0,JR,TE/LB,#9,Sidney,0.0,0.0,0.0
Caleb McCombs,2.5,JR,WR/DB,#11,Waterloo Christian,1.0,15.0,0.0
