Name,Points,Year,Position,Number,School,REC,YDS,TDS
Luke Erselius,12.8,SO,WR/DB,#15,Montezuma,4,28,1
Jack Follmann,26.7,SR,TE/LB,#40,CAM,4,107,2
Conlin Rouse,17.6,SO,RB/LB,#11,Springville,4,76,1
James Buhlman,18.3,FR,RB/LB,#27,Easton Valley,4,83,1
Aiden Eickert ,31.4,JR,WR/LB,#7,Easton Valley,4,94,3
Callan Messerich,23.9,SO,WR/DB,#6,Easton Valley,4,79,2
Kolt Payne,30.8,JR,SL/CB,#24,Sidney,4,148,2
Rason Grail,22.7,SR,WR/DB,#23,East Union,3,77,2
Aiden Klostermann,14.1,SR,RB/S,#10,Central City,3,51,1
Carter Sholtus,10.9,SR,WR/CB,#2,HLV,3,19,1
Alex Hansen,10.2,JR,RB/LB,#22,Exira-EHK,3,72,0
Carter Seitz,21.7,JR,WR/DB,#7,Kee,3,67,2
Nolan Gannon,12.4,FR,RB/LB,#34,Murray,3,34,1
Cade Robinson,4.1,JR,WR/CB,#12,Baxter,3,11,0
Samuel Dascher,14.0,SO,TE/CB,#31,Calamus-Wheatland,3,50,1
Lane Oswalt,5.5,SR,WR/DB,#87,Collins-Maxwell,3,25,0
Kolby Culbertson,4.4,SR,TE/DB,#2,Coon Rapids-Bayard,3,14,0
Triton Gwinn,15.5,SR,RB/LB,#22,Mormon Trail,3,65,1
Jiri Brodigan,13.2,SO,WR/LB,#32,East Mills,3,42,1
Levi Reineke,5.7,SO,LB/RB,#29,Boyer Valley,3,27,0
John Stauffer,15.3,JR,TE/LB,#82,Clarksville,3,63,1
Jeremiah Lynam,6.1,SR,DB/WR,#9,Siouxland Christian,3,31,0
Christian Reinke,5.9,JR,TE/LB,#25,Rockford,3,29,0
Carter Anderson,15.5,JR,QB/DB,#15,Northwood-Kensett,3,125,0
Colby Eskildsen,10.0,JR,TE/DL,#12,Northwood-Kensett,3,10,1
Kolton Robinson,3.4,SO,RB/DB,#23,Northwood-Kensett,3,4,0
Collin Homan,13.4,JR,OL/DL,#55,Remsen St. Mary's,3,44,1
Tristan Freiberg,5.0,SR,WR/CB,#1,Tripoli,3,20,0
Cam Buffington,29.1,SR,QB/LB,#33,Winfield-Mt Union,3,81,3
Abram Edwards,7.8,SR,TE/DE,#84,Winfield-Mt Union,3,48,0
Carter Loyd,6.9,SR,RB/S,#2,Winfield-Mt Union,3,39,0
Dawson Smith,5.3,SR,RB/LB,#20,Iowa Valley,3,23,0
Harley Molina,11.0,SR,WR/LB,#24,Ar-We-Va,3,20,1
Johnathan Riesselman,17.2,SO,WR/DB,#7,Ar-We-Va,3,82,1
Brody Paulsen,8.7,SR,RB/DB,#2,CAM,3,57,0
Klay Baker,27.0,JR,RB/LB,#17,St. Edmond,3,120,2
Brayden Hepke,19.4,SR,WR/DB,#17,BGM,3,44,2
Evan Alt,3.4,SR,RB/LB,#4,Audubon,3,4,0
Terrian Islas,2.9,JR,TE/DE,#5,East Union,2,9,0
Kael Cress,10.7,JR,WR/S,#7,Midland,2,27,1
Riley Simmons,11.5,SR,E/DE,#85,Belle Plaine,2,35,1
Logan Grimm,3.3,SR,RB/LB,#34,West Bend-Mallard,2,13,0
Mitch Stevens,8.5,SR,TE/LB,#37,West Bend-Mallard,2,65,0
Cannon Hansen,15.5,JR,TE/DL,#33,Exira-EHK,2,75,1
Cainan Travis,5.0,JR,WR/LB,#20,Baxter,2,30,0
Cody Dorscher,2.9,JR,WR/CB,#24,Griswold,2,9,0
Zane Johnson,10.3,JR,RB/LB,#7,Griswold,2,23,1
Mason Steinhoff,10.7,SO,RB/LB,#11,Griswold,2,27,1
Gavin Ford,7.6,JR,QB/LB,#12,Stanton,2,-4,1
Chase Klatt,4.2,SO,TE/CB,#4,Calamus-Wheatland,2,22,0
Tyler Rodgers,4.6,JR,WR/CB,#17,Mormon Trail,2,26,0
Layne Mastin,2.8,SR,OG/DE,#11,East Mills,2,8,0
Treyvon Herron,17.0,FR,WR/DB,#9,Gladbrook-Reinbeck,2,90,1
Braxton Bormann,3.0,SO,RB/LB,#21,Central Elkader,2,10,0
Logan Sharpe,2.6,JR,RB/LB,#28,Central Elkader,2,6,0
Ty Lindquist,5.1,JR,FB/LB,#18,Dunkerton,2,31,0
Colin Snyder,3.5,SO,RB/LB,#24,Dunkerton,2,15,0
Adam Scott,12.5,SR,RB/LB,#26,West Central,2,45,1
Alex Daniel,3.7,SO,RB/LB,#27,Glidden-Ralston,2,17,0
Braydon Draeger,4.6,SR,TE/LB,#88,Melcher-Dallas,2,26,0
Carter Michalek,2.4,JR,WR/DB,#2,Montezuma,2,4,0
Broox Stockman,10.5,SO,RB/LB,#20,Montezuma,2,25,1
Alex Tiedemann,2.3,SO,QB/DB,#34,Northwood-Kensett,2,3,0
Jacksyn Hogrefe,3.5,SO,RB/DB,#26,Newell-Fonda,2,15,0
Guyson Lyman,4.5,JR,TE/DE,#40,Newell-Fonda,2,25,0
Trenton Struss,5.3,SR,RB/S,#21,Newell-Fonda,2,33,0
Collin Hoffman,4.0,SR,QB/S,#14,GTRA,2,20,0
Isaac Murphy,12.8,SR,RB/S,#1,GTRA,2,48,1
Braden Simington,5.5,SR,S/WR,#2,GTRA,2,35,0
Keaton Harpenau,3.1,JR,SL/DB,#2,Remsen St. Mary's,2,11,0
Breckin Clatt,2.4,JR,RB/DB,#14,Colo-Nesco,2,4,0
Hayden Loftsgard,1.7,JR,WR/CB,#2,Tripoli,2,-3,0
Ethan Schaufenbuel,5.2,SO,WR/CB,#20,Tripoli,2,32,0
Jacob Morey,15.6,SR,OL/DL,#11,Tripoli,2,76,1
Brody King,16.2,JR,TE/LB,#2,Bedford,2,22,2
Garrison Motsinger,12.3,JR,RB/S,#4,Bedford,2,43,1
Cole Milks,6.4,SR,RB/S,#11,Winfield-Mt Union,2,44,0
Ian Smith,10.3,JR,TE/LB,#5,Iowa Valley,2,23,1
Brodie Ludwig,3.5,JR,RB/LB,#21,Woodbine,2,15,0
Cal Pryor,10.2,FR,QB/DB,#12,Woodbine,2,22,1
Andrew Beran,9.8,JR,RB,#2,Riceville,2,18,1
Kelan Stevenson,8.6,SO,TE/LB,#62,Lamoni,2,6,1
London Franklin,16.1,SO,RB/DE,#6,New London,2,81,1
Brigham Porter,5.5,SO,SL/DB,#23,New London,2,35,0
Cale Westerbeck,14.3,SO,WR/DB,#4,New London,2,63,1
Austin Christensen,2.1,SO,WR/LB,#81,Audubon,2,1,0
Justin Weispfenning,4.7,JR,RB/DB,#3,Easton Valley,2,27,0
Mason McIntosh,5.7,SR,QB/LB,#16,West Harrison,2,37,0
Aiden Stenzel,11.7,SO,RB/DB,#20,Sidney,2,37,1
Austin Lack,10.4,SR,WR/DB,#3,East Union,1,34,1
Seth Bixler,9.4,SR,WR/S,#1,Midland,1,24,1
Cael Weisskopf,1.5,FR,RB/LB,#5,HLV,1,5,0
Devon Weisskopf,1.4,JR,RB/LB,#32,HLV,1,4,0
Ty Alcott,1.5,JR,RB/DB,#24,Belle Plaine,1,5,0
Wade Sankot,1.1,SO,RB/LB,#3,Belle Plaine,1,1,0
Aidan Yoch,2.1,SR,TE/DB,#14,West Bend-Mallard,1,11,0
Eric Wilson,4.0,SR,WR/DB,#15,Exira-EHK,1,30,0
Bryce Brabham,1.1,SO,RB/DB,#9,Exira-EHK,1,1,0
Jackson Schulte,11.1,SR,RB/LB,#21,Kee,1,41,1
Keegan Chew,1.9,FR,QB/S,#7,Murray,1,9,0
Ayden Lamb,1.1,FR,TE/LB,#18,Murray,1,1,0
Stadan Vansice,1.5,SO,WR/LB,#5,Baxter,1,5,0
Drake Axmear,4.2,JR,WR/CB,#4,English Valleys,1,32,0
Chase England,1.2,JR,TE/DL,#33,Lenox,1,2,0
Blake Micetich,1.2,SR,RB/DB,#3,Twin Cedars,1,2,0
Dallas Smith,1.5,JR,QB/DB,#2,Twin Cedars,1,5,0
Conner Bowers,1.6,JR,TE/CB,#21,Griswold,1,6,0
Logan French,3.9,SR,WR/DB,#1,Stanton,1,29,0
Jacob Martin,1.6,JR,RB/LB,#3,Stanton,1,6,0
Johnny Resh,1.7,SR,TE/DL,#20,Stanton,1,7,0
Brody Koch,9.3,SO,RB/LB,#5,Calamus-Wheatland,1,23,1
Degin Dixson,11.0,SR,QB/CB,#3,Mormon Trail,1,40,1
Levi Evans,8.7,SO,TE/DE,#20,Mormon Trail,1,17,1
Drew Eilers,0.8,JR,WR/DL,#2,Gladbrook-Reinbeck,1,-2,0
Wiatt Schulte,2.6,SO,DL/OL,#89,Boyer Valley,1,16,0
Burke Busta,3.8,SR,FB,#9,Turkey Valley,1,28,0
J.D. Kruse,2.1,SO,RB/DE,#2,Turkey Valley,1,11,0
Sam Hoodjer,4.6,JR,WR/CB,#80,Clarksville,1,36,0
Eli Schmidt,12.0,SR,RB/S,#3,Clarksville,1,50,1
Kale Doeppke,2.7,SR,WR/DB,#5,Central Elkader,1,17,0
Sam Fettkether,1.2,SR,OL/LB,#47,Central Elkader,1,2,0
Kyle Reinhart,2.1,JR,WR/DB,#40,Central Elkader,1,11,0
Jack Scherf,1.2,JR,WR/DB,#23,Central Elkader,1,2,0
Brody Magruder,1.8,JR,TE/DL,#26,Lone Tree,1,8,0
Ledger Dalton,7.8,SO,WR/DB,#5,Dunkerton,1,8,1
Jacob Snyder,7.4,SR,OL/DL,#52,Dunkerton,1,4,1
Biar Biar,1.5,JR,OG/DL,#65,Siouxland Christian,1,5,0
Bennett Pfister,0.0,SO,WR/DB,#7,Siouxland Christian,1,-10,0
Bram Bielenberg,1.7,FR,RB/LB,#35,Siouxland Christian,1,7,0
Nolan Cushion,2.2,SR,TE/DE,#22,West Central,1,12,0
Mark Lensch,1.9,SR,TE/LB,#33,Glidden-Ralston,1,9,0
Emmett Snyder,1.3,SR,RB/S,#29,Glidden-Ralston,1,3,0
Alex Black,8.6,SR,WR/DB,#30,Montezuma,1,16,1
Brett Plants,2.6,JR,RB/LB,#22,Montezuma,1,16,0
Easton Hudnut,0.9,FR,WR/DB,#3,Montezuma,1,-1,0
Marshawn Taylor,5.5,SR,RB/CB,#12,Rockford,1,45,0
Blake Helmick,1.7,JR,OG/DE,#87,Moravia,1,7,0
Isaac Messamaker,1.3,JR,FB/LB,#25,Moravia,1,3,0
Gage Samo,4.2,JR,WR/CB,#5,WACO,1,32,0
Hunter Hughes,4.2,SR,CB/WR,#3,WACO,1,32,0
Robert Beardsley,1.1,JR,WR/DB,#18,Southeast Warren,1,1,0
Lucas Dirkx,1.7,SO,TE/DE,#40,Southeast Warren,1,7,0
Trey Fisher,2.6,JR,RB/LB,#89,Southeast Warren,1,16,0
Isaiah Malm,5.8,JR,S/WR,#24,GTRA,1,48,0
Caleb Swedin,3.0,SO,RB/LB,#7,GTRA,1,20,0
Landen Dietrich,3.6,FR,RB/LB,#27,GTRA,1,26,0
Braxton Kniep,1.9,JR,WR/DE,#18,Remsen St. Mary's,1,9,0
Sam Schmillen,7.8,JR,WR/LB,#10,Remsen St. Mary's,1,8,1
Lucas Daggett,0.3,JR,TE/LB,#35,Colo-Nesco,1,-7,0
Landon Gjerde,1.0,SO,RB/LB,#1,Colo-Nesco,1,0,0
Ben Ryan,2.5,SR,TE/DE,#17,Colo-Nesco,1,15,0
Kyle Boeckmann,1.6,JR,RB/LB,#8,Tripoli,1,6,0
Cal Peterman,7.8,JR,WR/LB,#15,Bedford,1,8,1
Silas Walston,12.0,SR,RB/DE,#33,Bedford,1,50,1
Carter Hassebroek,3.9,JR,WR/DB,#8,Iowa Valley,1,29,0
Joe Freund,2.2,SO,RB/LB,#6,Woodbine,1,12,0
Brenden Wagner,2.2,SO,TE/LB,#16,Woodbine,1,12,0
Micah Moores,1.9,FR,RB/LB,#9,Woodbine,1,9,0
Aidan Ebert,1.2,JR,WR,#3,Riceville,1,2,0
Will Felper,1.3,SR,SL,#18,Riceville,1,3,0
Reagan Richardson,1.6,FR,RB,#22,Riceville,1,6,0
Leo Ehn,2.3,SR,TE/LB,#80,St. Edmond,1,13,0
Grant Galles,4.3,SO,WR/DB,#6,St. Edmond,1,33,0
Dominic McClain,5.0,JR,WR/DB,#7,St. Edmond,1,40,0
Sam Myer,3.0,JR,LB/RB,#33,St. Edmond,1,20,0
Trevor Forey,10.0,SR,WR/S,#6,Janesville,1,30,1
Kahl Shanahan,1.8,JR,TE/LB,#24,Springville,1,8,0
Mason Hoy,1.6,SO,RB/CB,#9,Springville,1,6,0
Braden Jordan,1.1,SO,QB/LB,#10,Springville,1,1,0
Carter Battin,9.7,SO,WR,#2,Edgewood-Colesburg,1,27,1
Christopher Lange,1.3,SO,WR,#10,Edgewood-Colesburg,1,3,0
Bennett Steger,4.2,SR,WR,#14,Edgewood-Colesburg,1,32,0
Beckett Rhoads,2.3,SO,WR/DB,#1,BGM,1,13,0
Tucker Wright,1.0,JR,RB/DB,#6,BGM,1,0,0
Landon Lindgren,2.2,SO,RB/DB,#11,Lamoni,1,12,0
Corbin Jacobs-Jewell,1.3,JR,TE/DE,#10,New London,1,3,0
Ezekiel Konkler,1.2,SR,WR/CB,#20,Audubon,1,2,0
Edward Miller,3.3,SR,TE/DE,#31,Audubon,1,23,0
Jamison Martin,4.1,JR,RB/DB,#11,West Harrison,1,31,0
Cole Bethune,1.7,JR,WR/S,#4,West Harrison,1,7,0
LaDarius Albright,1.9,JR,TE/LB,#9,Sidney,1,9,0
Andreas Buttry,1.5,JR,QB/CB,#5,Sidney,1,5,0
Braedon Godfread,7.2,JR,TE/S,#10,Sidney,1,2,1
Gabe Johnson,0.7,SR,QB/LB,#3,Sidney,1,-3,0
