Name,Points,Year,Position,Number,School,REC,YDS,TDS
Conner Bowers,9.0,JR,TE/CB,#21,Griswold,4.0,50.0,0.0
Chase Klatt,4.0,SO,TE/CB,#4,Calamus-Wheatland,1.0,30.0,0.0
Hudson Clark,0.0,SO,WR/DB,#3,Gladbrook-Reinbeck,0.0,0.0,0.0
Braxton Bormann,0.0,SO,RB/LB,#21,Central Elkader,0.0,0.0,0.0
Hayden Loftsgard,3.7,JR,WR/CB,#2,Tripoli,1.0,27.0,0.0
Jack Follmann,18.7,SR,TE/LB,#40,CAM,7.0,57.0,1.0
Kaden Kobliska,21.1,SR,WR,#8,Riceville,2.0,71.0,2.0
James Bell,49.2,SR,WR/DB,#21,Waterloo Christian,12.0,192.0,3.0
Lane Oswalt,2.8,SR,WR/DB,#87,Collins-Maxwell,1.0,18.0,0.0
Jeremiah Lynam,3.0,SR,DB/WR,#9,Siouxland Christian,2.0,10.0,0.0
Colby Eskildsen,1.6,JR,TE/DL,#12,Northwood-Kensett,1.0,6.0,0.0
Cam Buffington,0.0,SR,QB/LB,#33,Winfield-Mt Union,0.0,0.0,0.0
Matt Sauer,1.9,SR,TE/DE,#82,Midland,1.0,9.0,0.0
Holden Roberts,0.0,SO,TE/DE,#13,Twin Cedars,0.0,0.0,0.0
Reed Oswalt,0.0,SO,WR/DB,#24,Collins-Maxwell,0.0,0.0,0.0
Colton Leichty,16.1,SR,TE/LB,#23,WACO,2.0,21.0,2.0
Devon Ehlers,3.0,SO,TE/LB,#88,Ar-We-Va,1.0,20.0,0.0
Harley Molina,3.3,SR,WR/LB,#24,Ar-We-Va,2.0,13.0,0.0
Kolt Payne,0.0,JR,SL/CB,#24,Sidney,0.0,0.0,0.0
Cael Weisskopf,0.0,FR,RB/LB,#5,HLV,0.0,0.0,0.0
Cash Emgarten,12.5,SR,WR/DB,#10,Exira-EHK,3.0,35.0,1.0
Drew Eilers,0.0,JR,WR/DL,#2,Gladbrook-Reinbeck,0.0,0.0,0.0
Emmett Burke,2.7,SO,WR/DB,#10,Lone Tree,2.0,7.0,0.0
Bram Bielenberg,3.5,FR,RB/LB,#35,Siouxland Christian,2.0,15.0,0.0
Anthony Eisele,0.0,SR,OL/DL,#55,North Iowa,0.0,0.0,0.0
Broox Stockman,18.1,SO,RB/LB,#20,Montezuma,2.0,41.0,2.0
Alex Tiedemann,4.5,SO,QB/DB,#34,Northwood-Kensett,3.0,15.0,0.0
Brenner Sullivan,6.5,SO,RB/LB,#22,Woodbine,3.0,35.0,0.0
Leo Ehn,8.8,SR,TE/LB,#80,St. Edmond,3.0,58.0,0.0
Austin Christensen,1.3,SO,WR/LB,#81,Audubon,1.0,3.0,0.0
Braedon Godfread,9.5,JR,TE/S,#10,Sidney,4.0,55.0,0.0
Dylan Linkenhoker,0.0,SR,,#21,Fremont-Mills,0.0,0.0,0.0
Brenden Connett,0.0,SR,RB/LB,#20,Twin Cedars,0.0,0.0,0.0
Zane Johnson,20.3,JR,RB/LB,#7,Griswold,6.0,83.0,1.0
Luke Cripps,0.0,SR,QB/S,#1,Boyer Valley,0.0,0.0,0.0
Collin Homan,15.2,JR,OL/DL,#55,Remsen St. Mary's,5.0,102.0,0.0
Mason Hoy,4.5,SO,RB/CB,#9,Springville,3.0,15.0,0.0
Aiden Klostermann,3.0,SR,RB/S,#10,Central City,1.0,20.0,0.0
Seth Bixler,0.0,SR,WR/S,#1,Midland,0.0,0.0,0.0
Alex Hansen,10.8,JR,RB/LB,#22,Exira-EHK,1.0,38.0,1.0
Cristian Brown,11.9,SR,WR/DB,#47,Dunkerton,2.0,39.0,1.0
Braden Simington,6.9,SR,S/WR,#2,GTRA,4.0,29.0,0.0
Cale Westerbeck,13.5,SO,WR/DB,#4,New London,3.0,105.0,0.0
Drew Wagner,29.8,SR,TE/DL,#98,Waterloo Christian,12.0,118.0,1.0
Oliver Schmitt,14.3,SR,FB,#22,Turkey Valley,2.0,63.0,1.0
Nolan Cushion,7.4,SR,TE/DE,#22,West Central,2.0,54.0,0.0
Louden Huisenga,0.0,JR,RB/LB,#8,WACO,0.0,0.0,0.0
Robert Beardsley,14.3,JR,WR/DB,#18,Southeast Warren,3.0,53.0,1.0
McKoy Nuss,1.4,SO,QB/LB,#13,Tripoli,1.0,4.0,0.0
Justin Bauer,4.4,SR,WR/CB,#12,Bishop Garrigan,2.0,24.0,0.0
Sam Plathe,3.7,SR,WR/CB,#24,Bishop Garrigan,1.0,27.0,0.0
Kelan Stevenson,0.0,SO,TE/LB,#62,Lamoni,0.0,0.0,0.0
Landon Wittrock,15.1,JR,SL/LB,#9,Harris-Lake Park,3.0,61.0,1.0
James Buhlman,0.0,FR,RB/LB,#27,Easton Valley,0.0,0.0,0.0
Talan Driscoll,0.0,FR,RB/LB,#8,Easton Valley,0.0,0.0,0.0
Gavin DeFord,12.6,JR,RB/LB,#44,Waterloo Christian,4.0,26.0,1.0
Austin Lack,12.6,SR,WR/DB,#3,East Union,4.0,26.0,1.0
Kael Cress,0.0,JR,WR/S,#7,Midland,0.0,0.0,0.0
Tyler Ballard,0.0,SR,TE/DE,#22,HLV,0.0,0.0,0.0
Sam DeMeulenaere,11.4,JR,E/LB,#12,Belle Plaine,2.0,34.0,1.0
Simon Showalter,0.0,JR,RB/LB,#6,Stanton/Essex,0.0,0.0,0.0
Austin Boege,9.6,SO,RB/LB,#22,Collins-Maxwell,4.0,56.0,0.0
Trey Fisher,8.4,JR,RB/LB,#89,Southeast Warren,5.0,34.0,0.0
Braxton Kniep,0.0,JR,WR/DE,#18,Remsen St. Mary's,0.0,0.0,0.0
Ty Christensen,1.6,SO,,#5,Don Bosco,1.0,6.0,0.0
Andrew Beran,2.6,JR,RB,#2,Riceville,1.0,16.0,0.0
Evan Alt,0.0,SR,RB/LB,#4,Audubon,0.0,0.0,0.0
Edward Miller,13.5,SR,TE/DE,#31,Audubon,1.0,65.0,1.0
Clay Westphal,22.7,SO,SL/S,#8,West Harrison/Whiting,3.0,77.0,2.0
Mitch Stevens,0.0,SR,TE/LB,#37,West Bend-Mallard,0.0,0.0,0.0
Jordan Cota,3.5,JR,TE/DE,#81,Kee,1.0,25.0,0.0
Keyden Lown,0.0,JR,TE/DE,#84,English Valleys,0.0,0.0,0.0
Gio Cruz,4.0,SR,RB/DB,#5,Lenox,1.0,30.0,0.0
JW Linkenhoker,1.6,SO,,#11,Fremont-Mills,1.0,6.0,0.0
Lucas Madison,2.5,SR,,#5,Fremont-Mills,1.0,15.0,0.0
Mason Steinhoff,11.5,SO,RB/LB,#11,Griswold,4.0,75.0,0.0
Jacob Martin,0.0,JR,RB/LB,#3,Stanton/Essex,0.0,0.0,0.0
J.D. Kruse,2.2,SO,RB/DE,#2,Turkey Valley,1.0,12.0,0.0
Jack Scherf,9.1,JR,WR/DB,#23,Central Elkader,5.0,41.0,0.0
Charlie Schaefer,0.0,SR,QB/S,#6,North Iowa,0.0,0.0,0.0
Brekken Schlader,3.5,SO,TE/LB,#14,Rockford,2.0,15.0,0.0
Trenton Struss,1.2,SR,RB/S,#21,Newell-Fonda,1.0,2.0,0.0
Collin Hoffman,3.7,SR,QB/S,#14,GTRA,2.0,17.0,0.0
Abram Edwards,0.0,SR,TE/DE,#84,Winfield-Mt Union,0.0,0.0,0.0
Ben Belew,8.6,JR,,#3,Don Bosco,1.0,16.0,1.0
Johnathan Riesselman,15.0,SO,WR/DB,#7,Ar-We-Va,3.0,60.0,1.0
Conlin Rouse,0.0,SO,RB/LB,#11,Springville,0.0,0.0,0.0
Bennett Steger,1.3,SR,WR,#14,Edgewood-Colesburg,1.0,3.0,0.0
Logan Franklin,3.7,SO,WR/DB,#7,New London,2.0,17.0,0.0
Donald Bashor,7.8,SR,RB/LB,#44,Lenox,1.0,8.0,1.0
Braxton Blackburn,2.4,SR,,#10,Fremont-Mills,2.0,4.0,0.0
Cody Dorscher,0.0,JR,WR/CB,#24,Griswold,0.0,0.0,0.0
Emmett Snyder,0.0,SR,RB/S,#29,Glidden-Ralston,0.0,0.0,0.0
Luke Erselius,0.0,SO,WR/DB,#15,Montezuma,0.0,0.0,0.0
Christian Reinke,0.9,JR,TE/LB,#25,Rockford,1.0,-1.0,0.0
Carter Loyd,0.0,SR,RB/S,#2,Winfield-Mt Union,0.0,0.0,0.0
Dawson Smith,0.0,SR,RB/LB,#20,Iowa Valley,0.0,0.0,0.0
Ian Smith,0.0,JR,TE/LB,#5,Iowa Valley,0.0,0.0,0.0
Jakob Koopman,14.1,SO,SL/LB,#8,St. Edmond,6.0,81.0,0.0
Landon Lindgren,0.0,SO,RB/DB,#11,Lamoni,0.0,0.0,0.0
Michael Raines,9.8,SR,TE/LB,#26,New London,4.0,58.0,0.0
Justin Weispfenning,0.0,JR,RB/DB,#3,Easton Valley,0.0,0.0,0.0
Wyatt Christiansen,1.0,SO,RB/LB,#10,Midland,1.0,0.0,0.0
Bryce Brabham,0.0,SO,RB/DB,#9,Exira-EHK,0.0,0.0,0.0
Stadan Vansice,3.8,SO,WR/LB,#5,Baxter,2.0,18.0,0.0
Samuel Dascher,0.0,SO,TE/CB,#31,Calamus-Wheatland,0.0,0.0,0.0
Layne Mastin,2.4,SR,OG/DE,#11,East Mills,1.0,14.0,0.0
Levi Reineke,4.9,SO,LB/RB,#29,Boyer Valley,2.0,29.0,0.0
Caleb Kurtenbach,1.5,SR,QB,#5,Turkey Valley,1.0,5.0,0.0
Maddox Jondle,8.1,JR,QB/LB,#11,Lone Tree,5.0,31.0,0.0
Trent Robertson,0.0,SR,WR/LB,#5,North Iowa,0.0,0.0,0.0
Brett Plants,7.8,JR,RB/LB,#22,Montezuma,3.0,48.0,0.0
David Rose,0.0,JR,WR/DB,#5,Montezuma,0.0,0.0,0.0
Kolton Robinson,10.0,SO,RB/DB,#23,Northwood-Kensett,1.0,30.0,1.0
Jacob Morey,0.0,SR,OL/DL,#11,Tripoli,0.0,0.0,0.0
Cole Milks,0.0,SR,RB/S,#11,Winfield-Mt Union,0.0,0.0,0.0
Dillon Reed,0.0,SO,WR/DB,#11,Woodbine,0.0,0.0,0.0
Cal Pryor,4.8,FR,QB/DB,#12,Woodbine,2.0,28.0,0.0
Klay Baker,0.0,JR,RB/LB,#17,St. Edmond,0.0,0.0,0.0
Christopher Lange,0.0,SO,WR,#10,Edgewood-Colesburg,0.0,0.0,0.0
Cole Bethune,0.0,JR,WR/S,#4,West Harrison/Whiting,0.0,0.0,0.0
Carter Sholtus,0.0,SR,WR/CB,#2,HLV,0.0,0.0,0.0
Kaleb Drape,14.0,SR,WR/LB,#6,Kee,2.0,60.0,1.0
Cody Samson,0.0,SR,TE/LB,#36,Baxter,0.0,0.0,0.0
Peyton Cook,9.1,JR,QB/CB,#2,Griswold,2.0,11.0,1.0
Sheldon Vandenberg,0.0,JR,OG/LB,#12,East Mills,0.0,0.0,0.0
Owen Garside,0.0,JR,S/QB,#3,Boyer Valley,0.0,0.0,0.0
Evan Ten Eyck,0.0,SR,TE,#2,Boyer Valley,0.0,0.0,0.0
Burke Busta,1.5,SR,FB,#9,Turkey Valley,1.0,5.0,0.0
Alex Daniel,0.0,SO,RB/LB,#27,Glidden-Ralston,0.0,0.0,0.0
Mark Lensch,1.2,SR,TE/LB,#33,Glidden-Ralston,1.0,2.0,0.0
Gavyn Thordarson,1.1,SO,RB/DE,#8,Melcher-Dallas,1.0,1.0,0.0
Gage Samo,14.8,JR,WR/CB,#5,WACO,2.0,68.0,1.0
Jacksyn Hogrefe,2.6,SO,RB/DB,#26,Newell-Fonda,1.0,16.0,0.0
Tyler Bruns,1.7,JR,OL/DL,#43,Tripoli,1.0,7.0,0.0
Brody Paulsen,10.0,SR,RB/DB,#2,CAM,2.0,20.0,1.0
Aidan Ebert,0.0,JR,WR,#3,Riceville,0.0,0.0,0.0
Will Felper,0.0,SR,SL,#18,Riceville,0.0,0.0,0.0
Jordan Boehde,0.0,FR,RB/DB,#13,Easton Valley,0.0,0.0,0.0
Aiden Stenzel,0.0,SO,RB/DB,#20,Sidney,0.0,0.0,0.0
Eli Weimer,20.7,JR,WR/DB,#18,Waterloo Christian,4.0,47.0,2.0
Riley Simmons,19.3,SR,E/DE,#85,Belle Plaine,2.0,53.0,2.0
Logan Grimm,0.0,SR,RB/LB,#34,West Bend-Mallard,0.0,0.0,0.0
Nolan Gannon,0.0,FR,RB/LB,#34,Murray,0.0,0.0,0.0
Ayden Lamb,0.0,FR,TE/LB,#18,Murray,0.0,0.0,0.0
Jordan Martin-England,0.0,JR,RB/LB,#18,Lenox,0.0,0.0,0.0
Judson Beary,0.0,JR,RB/LB,#6,Twin Cedars,0.0,0.0,0.0
Auden Wilson,0.0,JR,WR/CB,#10,Griswold,0.0,0.0,0.0
Logan French,0.0,SR,WR/DB,#1,Stanton/Essex,0.0,0.0,0.0
Levi Evans,0.0,SO,TE/DE,#20,Mormon Trail,0.0,0.0,0.0
Jacob Berens,1.9,SR,RB/LB,#34,Boyer Valley,1.0,9.0,0.0
Jackson Stansberry,4.9,SO,WR/DB,#22,Siouxland Christian,1.0,39.0,0.0
Carson Frerichs,0.0,SR,RB/LB,#28,North Iowa,0.0,0.0,0.0
Isaac Rich,1.8,JR,CB/WR,#10,WACO,1.0,8.0,0.0
Guyson Lyman,0.0,JR,TE/DE,#40,Newell-Fonda,0.0,0.0,0.0
Caleb Swedin,3.7,SO,RB/LB,#7,GTRA,2.0,17.0,0.0
Landen Dietrich,9.2,FR,RB/LB,#27,GTRA,2.0,12.0,1.0
Kyle Boeckmann,0.0,JR,RB/LB,#8,Tripoli,0.0,0.0,0.0
Cal Peterman,8.2,JR,WR/LB,#15,Bedford,1.0,12.0,1.0
Brodie Ludwig,0.0,JR,RB/LB,#21,Woodbine,0.0,0.0,0.0
Kinnick Henning,8.5,SO,RB/LB,#22,St. Edmond,1.0,15.0,1.0
Dominic McClain,0.0,JR,WR/DB,#7,St. Edmond,0.0,0.0,0.0
Caden Cole,9.0,SR,TE,#20,Edgewood-Colesburg,1.0,20.0,1.0
Owen Murphy,0.0,JR,WR/S,#10,Bishop Garrigan,0.0,0.0,0.0
Benjy Trainer,4.4,SR,TE/LB,#4,Bishop Garrigan,2.0,24.0,0.0
Creyton Ogier,1.2,SR,TE/DE,#5,Lamoni,1.0,2.0,0.0
Wade Sankot,2.2,SO,RB/LB,#3,Belle Plaine,2.0,2.0,0.0
Cannon Hansen,0.0,JR,TE/DL,#33,Exira-EHK,0.0,0.0,0.0
Andrew Kolsrud,0.0,SR,WR/CB,#16,Kee,0.0,0.0,0.0
Kendrick Mastin,4.0,SR,RB/LB,#9,Murray,1.0,30.0,0.0
Coen Good,0.0,SR,WR/CB,#2,English Valleys,0.0,0.0,0.0
Nate Curry,0.0,SR,RB/LB,#38,Twin Cedars,0.0,0.0,0.0
Brock Micetich,0.0,FR,RB/LB,#36,Twin Cedars,0.0,0.0,0.0
Tyler Rodgers,0.0,JR,WR/CB,#17,Mormon Trail,0.0,0.0,0.0
Jiri Brodigan,0.0,SO,WR/LB,#32,East Mills,0.0,0.0,0.0
Treyvon Herron,0.0,FR,WR/DB,#9,Gladbrook-Reinbeck,0.0,0.0,0.0
Sam Hoodjer,9.9,JR,WR/CB,#80,Clarksville,1.0,29.0,1.0
Ledger Dalton,2.6,SO,WR/DB,#5,Dunkerton,1.0,16.0,0.0
Ryan Heaton,0.0,JR,FB/DE,#43,Melcher-Dallas,0.0,0.0,0.0
Alex Black,0.0,SR,WR/DB,#30,Montezuma,0.0,0.0,0.0
Payton Malchow,0.0,JR,WR/CB,#28,Rockford,0.0,0.0,0.0
Carter Anderson,1.9,JR,QB/DB,#15,Northwood-Kensett,1.0,9.0,0.0
Landen Nelson,0.0,FR,WR/DB,#36,Northwood-Kensett,0.0,0.0,0.0
Hunter Hughes,10.2,SR,CB/WR,#3,WACO,1.0,32.0,1.0
Lucas Daggett,1.5,JR,TE/LB,#35,Colo-Nesco,1.0,5.0,0.0
Landon Gjerde,0.0,SO,RB/LB,#1,Colo-Nesco,0.0,0.0,0.0
Tristan Freiberg,0.0,SR,WR/CB,#1,Tripoli,0.0,0.0,0.0
Kyler Knaack,2.1,JR,,#20,Don Bosco,1.0,11.0,0.0
Ryan Bower,3.6,SR,WR/S,#8,CAM,2.0,16.0,0.0
Austin Williams,2.6,SR,RB/LB,#20,CAM,1.0,16.0,0.0
Gabe Meaney,0.0,JR,TE/DE,#16,Janesville,0.0,0.0,0.0
Jace March,20.9,FR,RB/CB,#3,Springville,2.0,69.0,2.0
Brigham Porter,0.0,SO,SL/DB,#23,New London,0.0,0.0,0.0
Mason McIntosh,3.8,SR,QB/LB,#16,West Harrison/Whiting,2.0,18.0,0.0
Andreas Buttry,0.0,JR,QB/CB,#5,Sidney,0.0,0.0,0.0
Seth Hudson,0.0,SR,QB/S,#7,East Union,0.0,0.0,0.0
Fischer Buffington,0.0,JR,RB/DE,#12,East Union,0.0,0.0,0.0
Max Henstorf,0.0,SR,QB/LB,#7,HLV,0.0,0.0,0.0
Sean McCulloch,0.0,FR,QB/DB,#24,HLV,0.0,0.0,0.0
Ty Alcott,0.0,JR,RB/DB,#24,Belle Plaine,0.0,0.0,0.0
Cole Fehr,0.0,JR,RB/LB,#33,West Bend-Mallard,0.0,0.0,0.0
Quintin White,0.0,SR,WR/DB,#3,Exira-EHK,0.0,0.0,0.0
Holden Jensen,10.9,JR,WR/CB,#33,Griswold,1.0,39.0,1.0
Gavin Ford,0.0,JR,QB/LB,#12,Stanton/Essex,0.0,0.0,0.0
Johnny Resh,0.0,SR,TE/DL,#20,Stanton/Essex,0.0,0.0,0.0
Luke Rohling,1.4,SR,FB/LB,#16,Calamus-Wheatland,1.0,4.0,0.0
Brayden Svejda,3.9,JR,QB/CB,#1,Calamus-Wheatland,2.0,19.0,0.0
Caleb Urban,0.0,JR,WR/CB,#3,East Mills,0.0,0.0,0.0
John Stauffer,0.0,JR,TE/LB,#82,Clarksville,0.0,0.0,0.0
Preston Kulper,0.0,SO,WR/DB,#81,Central Elkader,0.0,0.0,0.0
Logan Sharpe,0.0,JR,RB/LB,#28,Central Elkader,0.0,0.0,0.0
Braden Taylor,0.0,SO,OL/DL,#60,Central Elkader,0.0,0.0,0.0
Jader Sanchez,14.6,SR,RB/DB,#4,Lone Tree,3.0,56.0,1.0
Grant Finck,0.0,JR,RB/LB,#10,Dunkerton,0.0,0.0,0.0
Ty Lindquist,0.0,JR,FB/LB,#18,Dunkerton,0.0,0.0,0.0
Colin Snyder,0.0,SO,RB/LB,#24,Dunkerton,0.0,0.0,0.0
Adam Scott,0.0,SR,RB/LB,#26,West Central,0.0,0.0,0.0
Waylon Hein,0.0,JR,TE/LB,#23,Glidden-Ralston,0.0,0.0,0.0
Kael Caikoski,0.0,SR,RB/LB,#22,Melcher-Dallas,0.0,0.0,0.0
Ryker Hoffman,0.0,JR,WR/CB,#2,Rockford,0.0,0.0,0.0
Jesse Myhr,0.0,JR,FB/DE,#8,Moravia,0.0,0.0,0.0
Ty Tauber,0.0,SR,OT/LB,#25,Newell-Fonda,0.0,0.0,0.0
Sam Myer,2.0,JR,LB/RB,#33,St. Edmond,1.0,10.0,0.0
Braden Jordan,6.7,SO,QB/LB,#10,Springville,2.0,47.0,0.0
Ezekiel Konkler,0.0,SR,WR/CB,#20,Audubon,0.0,0.0,0.0
Carson Hopkins,0.0,FR,TE/LB,#45,West Harrison/Whiting,0.0,0.0,0.0
Gavin Benter,0.0,SO,TE/DL,#99,Waterloo Christian,0.0,0.0,0.0
Terrian Islas,2.7,JR,TE/DE,#5,East Union,1.0,17.0,0.0
Mekhi Benton,4.2,SR,TE/DE,#34,Central City,1.0,32.0,0.0
Lane Vokoun,0.0,JR,RB/DB,#35,Belle Plaine,0.0,0.0,0.0
Eric Wilson,0.0,SR,WR/DB,#15,Exira-EHK,0.0,0.0,0.0
Tanner Troendle,0.0,FR,RB/DB,#23,Kee,0.0,0.0,0.0
Drake Axmear,0.0,JR,WR/CB,#4,English Valleys,0.0,0.0,0.0
Dalton Kitzman,1.1,SR,RB/LB,#4,Lenox,1.0,1.0,0.0
Wyatt Silk,0.0,SO,WR/CB,#15,Griswold,0.0,0.0,0.0
Derek Bartlett,0.0,SR,LB/RB,#4,Stanton/Essex,0.0,0.0,0.0
Cole Green,0.0,FR,TE/DE,#34,Calamus-Wheatland,0.0,0.0,0.0
Kellen Whitman,0.0,FR,FB/LB,#32,Calamus-Wheatland,0.0,0.0,0.0
Trey Rosenbeck,0.0,SR,TE/LB,#3,Coon Rapids-Bayard,0.0,0.0,0.0
Austin Vaverka,0.0,SR,RB/LB,#5,Gladbrook-Reinbeck,0.0,0.0,0.0
Cooper Petersen,10.6,JR,DE/OG,#33,Boyer Valley,2.0,26.0,1.0
Kyle Reinhart,0.0,JR,WR/DB,#40,Central Elkader,0.0,0.0,0.0
Noah Fuelling,4.6,JR,WR/DB,#12,Dunkerton,2.0,26.0,0.0
Trenton Rodas,10.2,JR,TE/DE,#14,West Central,2.0,22.0,1.0
Braydon Draeger,0.0,SR,TE/LB,#88,Melcher-Dallas,0.0,0.0,0.0
CJ Smith,0.0,SO,TE/DB,#44,Melcher-Dallas,0.0,0.0,0.0
Carter Michalek,0.0,JR,WR/DB,#2,Montezuma,0.0,0.0,0.0
Dane Strong,0.0,FR,RB/LB,#33,Montezuma,0.0,0.0,0.0
Jackson Bellcock,3.5,FR,FB/LB,#20,Newell-Fonda,2.0,15.0,0.0
Lucas Dirkx,0.0,SO,TE/DE,#40,Southeast Warren,0.0,0.0,0.0
Jamison Ewing,1.3,SO,WR/CB,#8,Southeast Warren,1.0,3.0,0.0
Brady Wurth,8.5,JR,LB/WR,#11,Remsen St. Mary's,1.0,15.0,1.0
Logan Heim,1.5,SO,WR/CB,#7,Tripoli,1.0,5.0,0.0
Ethan Schaufenbuel,0.0,SO,WR/CB,#20,Tripoli,0.0,0.0,0.0
Garrison Motsinger,0.0,JR,RB/S,#4,Bedford,0.0,0.0,0.0
Silas Walston,0.0,SR,RB/DE,#33,Bedford,0.0,0.0,0.0
David Schmitz,0.0,JR,,#4,Don Bosco,0.0,0.0,0.0
Owen Bral,12.2,JR,QB/LB,#3,Iowa Valley,1.0,52.0,1.0
Brayden Chester,8.0,JR,RB/LB,#34,CAM,1.0,10.0,1.0
Johnny Adams,0.0,JR,WR,#10,Riceville,0.0,0.0,0.0
Dawson Graham,3.9,JR,RB/LB,#8,Janesville,1.0,29.0,0.0
Jordan Goad,0.0,JR,QB/CB,#1,Springville,0.0,0.0,0.0
London Franklin,0.0,SO,RB/DE,#6,New London,0.0,0.0,0.0
Gabe Johnson,0.0,SR,QB/LB,#3,Sidney,0.0,0.0,0.0
Chris Hanson,0.0,FR,FB/LB,#32,Central City,0.0,0.0,0.0
Matthew Klostermann,0.0,JR,RB/LB,#22,Central City,0.0,0.0,0.0
Sawyer House,1.4,SR,WR/CB,#4,Midland,1.0,4.0,0.0
Carter Fehr,0.0,SR,TE/DL,#13,West Bend-Mallard,0.0,0.0,0.0
Aidan Yoch,0.0,SR,TE/DB,#14,West Bend-Mallard,0.0,0.0,0.0
